,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,Forest_Cover,Neota,Rawah,Comanche Peak,Cache la Poudre
12979,3190.0,319.0,10.0,190.0,27.0,4320.0,194.0,231.0,177.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Spruce/Fir,0,0,1,0
12980,3285.0,349.0,8.0,212.0,44.0,1345.0,,227.0,160.0,618.0,0.0,0.0,0.0,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,1.0,,0.0,Spruce/Fir,0,1,0,0
12981,2770.0,202.0,19.0,210.0,-24.0,1550.0,207.0,253.0,,1027.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,Lodgepole Pine,0,0,1,0
12982,2830.0,15.0,24.0,192.0,31.0,2737.0,,183.0,120.0,1857.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,Lodgepole Pine,0,0,1,0
12983,3213.0,16.0,15.0,350.0,70.0,633.0,,208.0,,1776.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,Lodgepole Pine,0,1,0,0
12984,3199.0,155.0,34.0,750.0,318.0,1158.0,237.0,220.0,,2789.0,0.0,,0.0,0.0,0.0,,0,0,0,0,0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,,1.0,0.0,,,0.0,0.0,,,0.0,,,,Spruce/Fir,0,1,0,0
12985,2884.0,,5.0,175.0,19.0,3153.0,205.0,,173.0,3882.0,0.0,0.0,0.0,,0.0,,0,0,0,0,0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,Lodgepole Pine,0,1,0,0
12986,3386.0,311.0,14.0,-2652.0,9.0,,,230.0,187.0,3781.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,0.0,,Krummholz,0,0,1,0
12987,2946.0,345.0,19.0,268.0,73.0,616.0,,206.0,164.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,Lodgepole Pine,0,0,1,0
12988,3302.0,315.0,3.0,180.0,46.0,5489.0,212.0,237.0,163.0,636.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,Spruce/Fir,0,1,0,0
12989,2958.0,305.0,8.0,297.0,689.0,3810.0,199.0,236.0,,811.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,,,,0.0,1.0,,0.0,,,0.0,,0.0,,0.0,0.0,,Lodgepole Pine,0,1,0,0
12990,3032.0,,18.0,95.0,17.0,607.0,239.0,238.0,122.0,1332.0,,0.0,0.0,0.0,,0.0,0,0,0,0,0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,,,,0.0,Lodgepole Pine,0,0,1,0
12991,,74.0,23.0,120.0,28.0,3210.0,240.0,191.0,70.0,726.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,1,0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,Lodgepole Pine,0,0,1,0
12992,3249.0,306.0,11.0,484.0,15.0,295.0,190.0,234.0,184.0,932.0,,0.0,,,0.0,,0,0,0,0,0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,,,,,,Lodgepole Pine,0,0,1,0
12993,,5.0,15.0,210.0,689.0,3051.0,,210.0,146.0,2068.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,Lodgepole Pine,0,1,0,0
12994,2938.0,189.0,10.0,342.0,17.0,1915.0,,247.0,160.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Lodgepole Pine,0,0,1,0
12995,2631.0,79.0,10.0,134.0,24.0,1207.0,234.0,222.0,119.0,,0.0,0.0,0.0,,0.0,,0,0,0,0,0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,Lodgepole Pine,0,1,0,0
12996,2771.0,114.0,17.0,0.0,0.0,450.0,247.0,220.0,96.0,1057.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,Lodgepole Pine,0,1,0,0
12997,2790.0,,21.0,362.0,129.0,1319.0,160.0,220.0,-381.0,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,0.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,Lodgepole Pine,0,0,1,0
12998,3291.0,,-81.0,700.0,175.0,2813.0,249.0,222.0,92.0,2681.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,Spruce/Fir,0,0,1,0
12999,2869.0,,35.0,234.0,48.0,1027.0,120.0,236.0,,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,0.0,,0.0,,0.0,,,0.0,Lodgepole Pine,0,0,1,0
13000,2936.0,,3.0,67.0,-2.0,4741.0,218.0,233.0,,2343.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,Spruce/Fir,0,1,0,0
13001,3365.0,279.0,10.0,451.0,25.0,3229.0,194.0,242.0,669.0,1752.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,Spruce/Fir,0,1,0,0
13002,2996.0,,6.0,301.0,56.0,1262.0,220.0,227.0,,658.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,Spruce/Fir,0,0,1,0
13003,3268.0,275.0,18.0,787.0,,3294.0,170.0,,,960.0,0.0,0.0,,0.0,0.0,,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,,Spruce/Fir,0,0,1,0
13004,3398.0,,8.0,404.0,130.0,5124.0,200.0,231.0,171.0,708.0,,,0.0,0.0,,0.0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,Spruce/Fir,0,1,0,0
13005,2753.0,339.0,8.0,150.0,5.0,1875.0,203.0,228.0,164.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,Lodgepole Pine,0,1,0,0
13006,,,19.0,1027.0,265.0,2794.0,205.0,196.0,122.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,Lodgepole Pine,0,0,1,0
13007,2971.0,90.0,2.0,42.0,0.0,2522.0,,236.0,150.0,1690.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,,,,0.0,0.0,1.0,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,,0.0,0.0,,Lodgepole Pine,0,1,0,0
13008,2908.0,180.0,1.0,30.0,-2.0,2325.0,219.0,239.0,157.0,297.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,Spruce/Fir,0,0,1,0
13009,3376.0,,3.0,190.0,31.0,553.0,217.0,233.0,,914.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,Lodgepole Pine,1,0,0,0
13010,2797.0,,,175.0,125.0,1359.0,251.0,169.0,15.0,902.0,,0.0,0.0,,0.0,0.0,0,0,0,0,0,0.0,1.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,Aspen,0,0,1,0
13011,2922.0,225.0,15.0,228.0,76.0,2080.0,,253.0,,1209.0,0.0,,0.0,0.0,0.0,,0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,Lodgepole Pine,0,0,1,0
13012,3236.0,280.0,13.0,,101.0,663.0,184.0,,196.0,2628.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,Lodgepole Pine,0,0,1,0
13013,2674.0,132.0,13.0,90.0,0.0,1437.0,240.0,,121.0,1566.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,1,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,Lodgepole Pine,0,0,1,0
13014,2515.0,61.0,6.0,150.0,32.0,371.0,225.0,227.0,,319.0,0.0,0.0,0.0,,0.0,1.0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,Lodgepole Pine,0,0,0,1
13015,,40.0,8.0,67.0,2.0,1343.0,,477.0,,2536.0,,0.0,0.0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,Spruce/Fir,0,1,0,0
13016,2911.0,287.0,6.0,404.0,33.0,3126.0,204.0,240.0,175.0,3711.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,1.0,,,,0.0,0.0,,,0.0,,,Lodgepole Pine,0,1,0,0
13017,,,5.0,543.0,44.0,870.0,,233.0,162.0,1544.0,0.0,0.0,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,Krummholz,0,0,1,0
13018,2970.0,60.0,,162.0,20.0,960.0,,219.0,123.0,2068.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,1.0,0.0,,,,,0.0,,,Lodgepole Pine,0,0,1,0
13019,,,7.0,474.0,29.0,845.0,231.0,229.0,131.0,3838.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Lodgepole Pine,0,1,0,0
13020,3164.0,161.0,35.0,342.0,93.0,3494.0,230.0,224.0,,962.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,,0.0,,,0.0,0.0,Lodgepole Pine,0,0,1,0
13021,3282.0,139.0,20.0,467.0,107.0,1742.0,246.0,229.0,,1288.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,Spruce/Fir,1,0,0,0
13022,3211.0,43.0,11.0,,3.0,2850.0,222.0,216.0,127.0,1827.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,0.0,,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,Spruce/Fir,0,0,1,0
13023,,70.0,13.0,255.0,63.0,323.0,,213.0,108.0,,0.0,1.0,0.0,0.0,0.0,,0,0,0,0,0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,Ponderosa Pine,0,0,1,0
13024,,284.0,10.0,437.0,61.0,782.0,191.0,,189.0,1142.0,,0.0,,0.0,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,,Lodgepole Pine,0,0,1,0
13025,2961.0,,13.0,335.0,,1530.0,241.0,225.0,111.0,1899.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,Lodgepole Pine,0,0,1,0
13026,3107.0,,3.0,0.0,0.0,2285.0,,236.0,147.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,Spruce/Fir,0,1,0,0
13027,2934.0,133.0,16.0,85.0,15.0,1495.0,244.0,230.0,,2580.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,,0.0,,,0.0,0.0,Lodgepole Pine,0,0,1,0
13028,3327.0,287.0,45.0,,-35.0,3235.0,60.0,,246.0,,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,Spruce/Fir,0,1,0,0
13029,3057.0,68.0,5.0,503.0,12.0,1745.0,,230.0,139.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lodgepole Pine,0,1,0,0
13030,3457.0,186.0,6.0,607.0,88.0,2670.0,,245.0,,1530.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,Spruce/Fir,0,0,1,0
13031,3144.0,,9.0,150.0,-2.0,618.0,201.0,229.0,167.0,1293.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,Spruce/Fir,1,0,0,0
13032,3031.0,-1961.0,8.0,684.0,689.0,5284.0,211.0,224.0,149.0,5742.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,Lodgepole Pine,0,1,0,0
13033,,294.0,10.0,730.0,-60.0,1490.0,,238.0,186.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,,1.0,,0.0,0.0,,,,,0.0,0.0,Lodgepole Pine,0,0,1,0
13034,3255.0,81.0,7.0,330.0,689.0,2070.0,,227.0,129.0,1865.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,Lodgepole Pine,0,0,1,0
13035,,,9.0,391.0,-12.0,433.0,,477.0,131.0,1291.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,Lodgepole Pine,0,1,0,0
13036,3024.0,99.0,13.0,285.0,,2898.0,241.0,221.0,108.0,6686.0,,0.0,0.0,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,Spruce/Fir,0,1,0,0
13037,6704.0,101.0,19.0,212.0,32.0,1786.0,247.0,212.0,,2739.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,,1.0,,,,0.0,0.0,0.0,,,0.0,0.0,,Lodgepole Pine,0,1,0,0
13038,2850.0,,7.0,-2652.0,,2143.0,211.0,,154.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,Lodgepole Pine,0,1,0,0
13039,,,12.0,1179.0,249.0,2821.0,,477.0,117.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,,,,,,0.0,0.0,,Lodgepole Pine,0,0,1,0
13040,3023.0,243.0,2.0,162.0,-5.0,2471.0,,240.0,,1249.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,Lodgepole Pine,0,0,1,0
13041,2830.0,345.0,14.0,537.0,78.0,3167.0,192.0,217.0,163.0,-14188.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,Lodgepole Pine,0,0,1,0
13042,,,37.0,234.0,193.0,255.0,96.0,202.0,,283.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,Ponderosa Pine,0,0,0,1
13043,-730.0,-1961.0,3.0,362.0,28.0,2952.0,222.0,241.0,155.0,1634.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,Lodgepole Pine,0,0,1,0
13044,3086.0,165.0,8.0,228.0,0.0,3637.0,228.0,243.0,,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,1.0,0.0,,0.0,,,,0.0,,,0.0,0.0,Spruce/Fir,0,1,0,0
13045,2879.0,255.0,9.0,108.0,9.0,1209.0,,246.0,186.0,2151.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,,,,,1.0,0.0,0.0,,0.0,0.0,,Lodgepole Pine,0,0,1,0
13046,3079.0,203.0,9.0,90.0,-21.0,2163.0,216.0,248.0,167.0,3632.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,Spruce/Fir,0,1,0,0
13047,,68.0,,-2652.0,,1684.0,234.0,,102.0,,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,Lodgepole Pine,0,0,1,0
13048,-730.0,75.0,30.0,323.0,202.0,595.0,239.0,168.0,37.0,255.0,0.0,0.0,1.0,0.0,,0.0,0,0,0,0,0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,,0.0,0.0,Cottonwood/Willow,0,0,0,1
13049,,338.0,13.0,,-613.0,3355.0,,220.0,169.0,1663.0,,0.0,0.0,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,Lodgepole Pine,0,1,0,0
13050,2414.0,5.0,,228.0,71.0,680.0,,184.0,133.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Douglas-fir,0,0,0,1
13051,3221.0,2281.0,3.0,631.0,41.0,810.0,221.0,,149.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Lodgepole Pine,0,0,1,0
13052,2834.0,,13.0,503.0,79.0,1954.0,183.0,232.0,189.0,957.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,Aspen,0,0,1,0
13053,2616.0,39.0,6.0,272.0,4.0,779.0,220.0,227.0,142.0,908.0,0.0,0.0,0.0,,0.0,,0,0,0,0,0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Lodgepole Pine,0,1,0,0
13054,,,19.0,540.0,346.0,1655.0,,234.0,210.0,1660.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,,,0.0,0.0,0.0,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,,,,0.0,Lodgepole Pine,0,0,1,0
13055,2967.0,91.0,12.0,212.0,30.0,4108.0,239.0,220.0,109.0,1920.0,,0.0,0.0,,0.0,0.0,0,0,0,0,0,,,,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,Lodgepole Pine,0,1,0,0
13056,3217.0,227.0,8.0,30.0,3.0,5047.0,,248.0,,437.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,Spruce/Fir,0,1,0,0
13057,2883.0,,11.0,30.0,2.0,4113.0,207.0,219.0,-381.0,2761.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Lodgepole Pine,0,1,0,0
